Date,Ticker,Open,High,Low,Close,Adj Close,Volume,Drawdown,Drawdown_Duration,Volatility_21,Volatility_63,MA_50,MA_200,MA_Ratio,Trend_Strength,Target
2020-01-02,AAPL,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,72.79601287841797,135480400,0.0,0.0,0.010613081115325579,0.0109832813400567,64.50221160888673,53.014600105285645,1.2166876951026129,0.003988711678971693,0.0
2020-01-03,AAPL,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.08829498291016,146322800,-0.009721932115840255,1.0,0.009813026412073822,0.011132223183296501,64.7842739868164,53.149431171417234,1.218908134272868,0.003444158252587854,0.0
2020-01-06,AAPL,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.66272735595703,118387200,-0.001830945366246192,2.0,0.009804960302872739,0.010738269724368874,65.06226318359376,53.27882501602173,1.2211655036316693,0.0031828050247614567,0.0
2020-01-07,AAPL,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.32096862792969,108872000,-0.0065256905111230196,3.0,0.009911701224589398,0.010787933159378671,65.33148391723633,53.41135421752929,1.2231759496521981,0.003152827835565766,0.0
2020-01-08,AAPL,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.48433685302734,132079200,0.0,3.0,0.009711372596678055,0.01068412231562488,65.60947341918946,53.55247001647949,1.2251437403167345,0.0034491896147960245,0.0
2020-01-09,AAPL,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.04522705078125,170108400,0.0,3.0,0.00921351326748987,0.010848341848276245,65.90674339294434,53.703728427886965,1.2272284499100188,0.0033898660455551916,0.0
2020-01-10,AAPL,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.21488952636719,140644800,0.0,3.0,0.009271581610732193,0.01079960508031277,66.23524444580079,53.85382078170776,1.2299079895237175,0.003270852402371211,0.0
2020-01-13,AAPL,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,76.8218002319336,121532000,0.0,3.0,0.009788655872511268,0.010648792595611004,66.59602844238282,54.011647891998294,1.2329938271009293,0.003385753005724873,0.0
2020-01-14,AAPL,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,75.78443908691406,161954400,-0.013503473517772587,4.0,0.0107774811492364,0.010868672527189325,66.90948455810548,54.162813358306884,1.2353399022217455,0.0035525288741015625,0.0
2020-01-15,AAPL,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.45967102050781,121923600,-0.017731024361748372,5.0,0.010920019650008423,0.010891504080172698,67.1823249053955,54.31080821990967,1.23699733271079,0.003571080914684058,0.0
2020-01-16,AAPL,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.4049301147461,108829200,-0.005426455979017968,6.0,0.01072971787436186,0.01088055812717023,67.46595115661621,54.460196075439455,1.2388121236868281,0.003745649382238857,0.0
2020-01-17,AAPL,79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.25077819824219,137816400,0.0,6.0,0.010753533148277818,0.010908198237845251,67.76828231811524,54.6122184753418,1.2408996413268505,0.0038578381024747532,0.0
2020-01-21,AAPL,79.29750061035156,79.75499725341797,79.0,79.14250183105469,76.7272720336914,110843200,-0.006776710562155779,7.0,0.010968665867759513,0.011007588417896853,68.05961166381836,54.761215686798096,1.2428433300874702,0.0037632646213560743,0.0
2020-01-22,AAPL,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.00115966796875,101832400,-0.0032312752841513444,8.0,0.010924783866631463,0.010889645821778432,68.34207046508789,54.91001159667969,1.2446194870084568,0.003549562940752585,0.0
2020-01-23,AAPL,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.37197875976562,104472000,0.0,8.0,0.010769934118213245,0.010854605253447749,68.62850410461425,55.05694459915161,1.246500411606055,0.0036008269983256796,0.0
2020-01-24,AAPL,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.14900207519531,146537600,-0.0028818790490371055,9.0,0.010701877882797294,0.010836395275902489,68.90049240112305,55.20348211288452,1.2481185925958398,0.003348382320114305,0.0
2020-01-27,AAPL,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,74.88041687011719,161940000,-0.032202380365436385,10.0,0.013123269584478592,0.011639513267105689,69.12827262878417,55.337333831787106,1.2492158158345392,0.0035718889843344174,0.0
2020-01-28,AAPL,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,76.99872589111328,162234000,-0.004824134972833858,11.0,0.013746171604782592,0.011994463281576752,69.38625221252441,55.483779411315915,1.250568237216607,0.004017362089301206,0.0
2020-01-29,AAPL,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.61048889160156,216229200,0.0,11.0,0.014151979312917024,0.012158315206632372,69.68533706665039,55.63837980270386,1.2524688410007203,0.0043335983338612175,0.0
2020-01-30,AAPL,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.49658203125,126743200,-0.0014490033322223984,12.0,0.014231400630364257,0.011665684345672712,69.96702026367187,55.79197900772095,1.2540695187383346,0.004770460341181457,0.0
2020-01-31,AAPL,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.01614379882812,199588400,-0.04572347969658084,13.0,0.01783961178067207,0.013189047035024642,70.1725993347168,55.92815196990967,1.2546919013607116,0.004926629819447572,0.0
2020-02-03,AAPL,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,74.81011962890625,173788400,-0.0483443026023634,14.0,0.01725817896508604,0.012996366436495706,70.37798385620117,56.058642578125,1.2554350340916711,0.0042199669787271405,0.0
2020-02-04,AAPL,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.27986907958984,136616400,-0.016926746427522562,14.0,0.018360190842128234,0.013151244929263617,70.6477904510498,56.200606689453124,1.2570645516591532,0.0045923649512620976,0.0
2020-02-05,AAPL,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,77.91004943847656,118826800,-0.008910254382094706,14.0,0.01836251070117403,0.013158471598933994,70.93592079162597,56.34491832733154,1.2589586230213186,0.004629147013167638,0.0
2020-02-06,AAPL,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,78.82135009765625,105425600,0.0,13.0,0.018345484131287698,0.013180434786682649,71.24339225769043,56.49024932861328,1.2611626449594096,0.0049269706376615235,0.0
2020-02-07,AAPL,80.59249877929688,80.8499984741211,79.5,80.00749969482422,77.74995422363281,117684000,-0.013592711526712296,14.0,0.01853179108605172,0.01335666132994308,71.50718620300293,56.63060697555542,1.2626950340452643,0.004647540559528399,0.0
2020-02-10,AAPL,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.11923217773438,109348800,-0.008907712428827737,15.0,0.018057042188387884,0.013319267732906944,71.78844825744629,56.77506521224976,1.2644362096119135,0.004376835234201238,0.0
2020-02-11,AAPL,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,77.64791107177734,94323200,-0.014887324619853199,16.0,0.01814315708931294,0.01337350292662769,72.0430751800537,56.918341903686525,1.2657268776725832,0.004200564036550303,0.0
2020-02-12,AAPL,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.49188232421875,113730400,0.0,16.0,0.018279438381473258,0.013606447609583088,72.33744163513184,57.07046676635742,1.2675109515272824,0.004585650561782817,0.0
2020-02-13,AAPL,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,78.92581176757812,94747600,-0.0071211114907535735,16.0,0.018064270379324822,0.013662383065336521,72.63546546936035,57.22448543548584,1.2693074462198295,0.004391323298906024,0.0
2020-02-14,AAPL,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,78.94528198242188,80113600,-0.006876178118005674,16.0,0.01801126197695236,0.013646547643761834,72.95670989990235,57.36679098129272,1.2717586020053568,0.004171417811059872,0.0
2020-02-18,AAPL,78.83999633789062,79.9375,78.65249633789062,79.75,77.49970245361328,152531200,-0.025061425297240852,16.0,0.01838961033997119,0.013859359768930206,73.2379426574707,57.50351131439209,1.273625574915815,0.0039992268125832444,0.0
2020-02-19,AAPL,80.0,81.14250183105469,80.0,80.90499877929688,78.62214660644531,93984000,-0.010941189116972961,17.0,0.0184992918043501,0.013889443655079131,73.52301010131836,57.64272638320923,1.2754950141070167,0.004081042595877803,0.0
2020-02-20,AAPL,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,77.8155517578125,100566000,-0.02108807235900015,17.0,0.018587903955527608,0.013991265168871551,73.76707809448243,57.78182933807373,1.2766483674803917,0.003755172671851568,0.0
2020-02-21,AAPL,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.05419921875,129554000,-0.04324571270620664,17.0,0.019262566249928025,0.01434165413752328,73.9942904663086,57.91886413574219,1.27755078713027,0.0034362061151471043,0.0
2020-02-24,AAPL,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.44158935546875,222195200,-0.08869198668606683,18.0,0.021772264196301457,0.015578670204185949,74.14168853759766,58.03778787612915,1.2774726820367324,0.0029530659853588465,0.0
2020-02-25,AAPL,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,69.98783111572266,230673600,-0.11956002211310701,18.0,0.022796926291801564,0.016207552638147354,74.22891159057617,58.14705671310425,1.2765721222454869,0.00232777727548032,0.0
2020-02-26,AAPL,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.09809112548828,198054800,-0.10559306124486043,18.0,0.022449752260631332,0.01630199687492459,74.33499481201171,58.265210990905764,1.2758040955796792,0.0027069137820949322,1.0
2020-02-27,AAPL,70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.4505615234375,320605600,-0.16405852295194623,18.0,0.0252174709955585,0.018252253676233243,74.33024063110352,58.373921413421634,1.2733467074222142,0.0007383598330858618,1.0
